Team,Player,GP,MIN,PTS,P2M,P2A,P2p,P3M,P3A,P3p,FTM,FTA,FTp,OREB,DREB,AST,TOV,STL,BLK,PF,PM
Allianz Pallacanestro Trieste,Adrian Banks,29,913,485,111,197,56.34518,54,140,38.57143,101,112,90.17857,12,114,112,88,23,2,29,-66
Allianz Pallacanestro Trieste,Alessandro Lever,23,349,133,48,85,56.47059,9,30,30.00000,10,15,66.66667,19,46,16,17,2,1,40,-25
Allianz Pallacanestro Trieste,Andrejs Grazulis,30,857,307,97,161,60.24845,28,83,33.73494,29,45,64.44444,45,144,47,41,11,36,83,-61
Allianz Pallacanestro Trieste,Corey Davis,20,600,228,62,125,49.60000,23,73,31.50685,35,47,74.46809,9,45,81,53,29,2,43,-2
Allianz Pallacanestro Trieste,Corey Sanders,9,222,78,29,62,46.77419,2,8,25.00000,14,21,66.66667,2,21,41,15,6,2,12,-10
Allianz Pallacanestro Trieste,Daniele Cavaliero,29,370,83,4,25,16.00000,22,59,37.28814,9,9,100.00000,1,30,48,21,9,0,40,-36
Allianz Pallacanestro Trieste,Fabio Mian,30,693,220,34,80,42.50000,43,120,35.83333,23,30,76.66667,12,70,27,23,15,0,81,-93
Allianz Pallacanestro Trieste,Jason Clark,6,102,44,10,19,52.63158,6,20,30.00000,6,8,75.00000,1,11,5,2,3,0,7,22
Allianz Pallacanestro Trieste,Juan Manuel Fernandez,14,258,106,24,52,46.15385,13,48,27.08333,19,20,95.00000,2,24,43,20,6,0,38,-25
Allianz Pallacanestro Trieste,Lodovico Deangeli,23,190,33,13,22,59.09091,0,7,0.00000,7,13,53.84615,10,25,7,5,5,0,25,7
Allianz Pallacanestro Trieste,Luca Campani,1,4,2,1,1,100.00000,0,0,,0,0,,0,0,0,0,0,0,0,-2
Allianz Pallacanestro Trieste,Luca Campogrande,23,353,122,16,25,64.00000,23,63,36.50794,21,30,70.00000,10,24,7,12,8,1,43,27
Allianz Pallacanestro Trieste,Marcos Delia,28,615,283,107,181,59.11602,0,1,0.00000,69,106,65.09434,46,113,56,41,18,14,34,-55
Allianz Pallacanestro Trieste,Sagaba Konate,29,530,253,102,167,61.07784,0,3,0.00000,49,68,72.05882,51,121,26,53,13,26,86,-21
Allianz Pallacanestro Trieste,Stefano Longo,2,2,3,0,0,,1,1,100.00000,0,0,,0,0,0,0,0,0,0,6
Allianz Pallacanestro Trieste,Tommaso Fantoma,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Allianz Pallacanestro Trieste,Ty-Shon Alexander,4,42,10,2,9,22.22222,1,5,20.00000,3,5,60.00000,1,9,5,6,0,0,1,-36
A|X Armani Exchange Milano,Andrea Angelo Leoni,6,11,0,0,1,0.00000,0,1,0.00000,0,0,,0,0,0,2,0,0,3,-18
A|X Armani Exchange Milano,Benjamin Bentil,22,423,231,59,100,59.00000,25,65,38.46154,38,56,67.85714,27,72,24,20,13,2,33,87
A|X Armani Exchange Milano,Davide Alviti,29,404,148,30,46,65.21739,21,81,25.92593,25,29,86.20690,8,60,18,18,21,6,51,74
A|X Armani Exchange Milano,Davide Trovarelli,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
A|X Armani Exchange Milano,Devon Hall,31,763,292,63,131,48.09160,40,104,38.46154,46,63,73.01587,14,72,99,45,20,5,55,208
A|X Armani Exchange Milano,Giampaolo Ricci,34,541,174,37,66,56.06061,28,76,36.84211,16,19,84.21053,40,80,38,23,21,7,59,183
A|X Armani Exchange Milano,Gianmarco Fiorillo,2,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2
A|X Armani Exchange Milano,Giuseppe Invernizzi,1,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,-1
A|X Armani Exchange Milano,Jacopo Rapetti,2,5,0,0,1,0.00000,0,0,,0,0,,0,0,0,1,0,0,0,-11
A|X Armani Exchange Milano,Jerian Grant,29,659,222,42,93,45.16129,30,81,37.03704,48,61,78.68852,9,56,89,32,28,6,40,202
A|X Armani Exchange Milano,Kaleb Tarczewski,24,388,146,62,92,67.39130,0,0,,22,27,81.48148,47,71,11,18,7,6,46,92
A|X Armani Exchange Milano,Konstantinos Mitoglou,11,226,125,44,70,62.85714,6,17,35.29412,19,24,79.16667,21,48,13,13,9,2,19,68
A|X Armani Exchange Milano,Kyle Hines,17,370,111,49,85,57.64706,0,0,,13,22,59.09091,33,50,43,20,13,18,32,119
A|X Armani Exchange Milano,Luigi Datome,26,418,225,33,64,51.56250,39,95,41.05263,42,43,97.67442,8,45,26,13,12,1,32,145
A|X Armani Exchange Milano,Malcolm Delaney,10,239,98,13,34,38.23529,15,45,33.33333,27,34,79.41176,2,17,32,16,7,0,28,77
A|X Armani Exchange Milano,Nicolò Melli,27,569,237,77,125,61.60000,11,47,23.40426,50,74,67.56757,55,93,46,24,30,9,45,220
A|X Armani Exchange Milano,Paul Stephan Biligha,33,365,103,43,72,59.72222,0,0,,17,23,73.91304,23,29,17,11,12,19,42,89
A|X Armani Exchange Milano,Riccardo Moraschini,3,43,13,2,10,20.00000,3,8,37.50000,0,0,,2,7,2,2,2,0,0,13
A|X Armani Exchange Milano,Samuele Miccoli,1,1,0,0,0,,0,1,0.00000,0,0,,0,0,0,0,0,0,1,-3
A|X Armani Exchange Milano,Sergio Rodriguez,18,413,215,28,45,62.22222,46,102,45.09804,21,23,91.30435,2,41,100,39,24,0,30,186
A|X Armani Exchange Milano,Shavon Shields,22,505,255,72,129,55.81395,27,66,40.90909,30,38,78.94737,14,70,48,27,16,4,30,167
A|X Armani Exchange Milano,Stefano Erba,2,3,2,1,2,50.00000,0,0,,0,0,,0,0,0,0,0,0,0,-5
A|X Armani Exchange Milano,Tommaso Baldasso,23,370,156,16,39,41.02564,39,94,41.48936,7,10,70.00000,2,32,33,18,10,2,51,61
A|X Armani Exchange Milano,Trey Kell,6,88,32,6,11,54.54545,4,13,30.76923,8,10,80.00000,2,9,4,9,2,0,10,6
A|X Armani Exchange Milano,Troy Daniels,16,242,130,10,24,41.66667,32,74,43.24324,14,15,93.33333,3,15,10,10,3,0,14,40
Banco di Sardegna Sassari,Anthony Charles Clemmons,6,153,61,11,28,39.28571,10,29,34.48276,9,10,90.00000,4,13,15,13,3,0,14,-61
Banco di Sardegna Sassari,Christian Mekowulu,19,472,181,66,138,47.82609,3,14,21.42857,40,49,81.63265,32,89,4,26,16,20,49,-15
Banco di Sardegna Sassari,David Logan,36,896,495,85,186,45.69892,90,262,34.35115,55,65,84.61538,14,70,67,55,48,6,65,46
Banco di Sardegna Sassari,Eimantas Bendzius,35,1044,534,71,142,50.00000,96,211,45.49763,104,123,84.55285,31,145,62,39,33,5,67,86
Banco di Sardegna Sassari,Emmanuele Pitirra,3,5,0,0,1,0.00000,0,3,0.00000,0,0,,0,0,0,2,1,0,0,-7
Banco di Sardegna Sassari,Filip Kruslin,26,619,215,25,51,49.01961,47,126,37.30159,24,35,68.57143,6,54,45,40,27,1,67,91
Banco di Sardegna Sassari,Gerald Robinson,27,752,368,110,186,59.13978,35,87,40.22989,43,57,75.43860,16,53,194,76,53,0,73,152
Banco di Sardegna Sassari,Giacomo Devecchi,31,251,25,1,3,33.33333,6,18,33.33333,5,8,62.50000,5,13,9,4,6,1,34,-80
Banco di Sardegna Sassari,Jacopo Borra,4,19,5,2,4,50.00000,0,0,,1,2,50.00000,0,4,0,0,0,1,1,-11
Banco di Sardegna Sassari,Jason Burnell,36,900,324,107,176,60.79545,25,80,31.25000,35,48,72.91667,57,115,92,25,22,7,79,151
Banco di Sardegna Sassari,Kaspar Treier,36,366,127,18,37,48.64865,26,53,49.05660,13,17,76.47059,16,51,18,12,7,1,58,6
Banco di Sardegna Sassari,Luca Gandini,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1
Banco di Sardegna Sassari,Luca Sanna,1,3,3,0,0,,0,1,0.00000,3,3,100.00000,0,1,0,0,0,0,0,-3
Banco di Sardegna Sassari,Massimo Chessa,4,30,9,0,1,0.00000,3,6,50.00000,0,0,,0,1,1,3,2,0,5,-2
Banco di Sardegna Sassari,Miro Bilan,17,416,269,96,146,65.75342,2,7,28.57143,71,94,75.53191,41,94,28,39,12,8,39,56
Banco di Sardegna Sassari,Ousmane Diop,31,457,182,63,109,57.79817,2,13,15.38462,50,70,71.42857,45,60,27,30,24,9,98,90
Banco di Sardegna Sassari,Riccardo Pisano,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Banco di Sardegna Sassari,Stefano Gentile,34,692,212,38,94,40.42553,31,80,38.75000,43,53,81.13208,16,81,110,48,25,4,70,60
Banco di Sardegna Sassari,Tyus Akili Battle,9,199,68,25,48,52.08333,2,16,12.50000,12,14,85.71429,4,17,12,8,5,1,18,-70
Bertram Derthona Basket Tortona,Ariel Filloy,34,710,340,42,122,34.42623,70,177,39.54802,46,52,88.46154,17,58,69,34,24,0,80,-20
Bertram Derthona Basket Tortona,Bruno Mascolo,37,635,217,80,197,40.60914,15,68,22.05882,12,30,40.00000,12,79,88,49,27,1,41,-10
Bertram Derthona Basket Tortona,Chris Wright,35,950,375,102,249,40.96386,32,107,29.90654,75,94,79.78723,17,70,165,88,27,3,72,-8
Bertram Derthona Basket Tortona,Christopher Mortellaro,2,11,0,0,0,,0,0,,0,2,0.00000,0,1,0,0,0,0,3,-1
Bertram Derthona Basket Tortona,Elvar Mar Fridriksson,3,23,5,1,6,16.66667,1,4,25.00000,0,0,,3,4,5,3,0,0,2,-15
Bertram Derthona Basket Tortona,Gloris Tambwe,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Jalen Cannon,33,583,170,68,105,64.76190,3,12,25.00000,25,36,69.44444,68,91,20,24,10,13,89,67
Bertram Derthona Basket Tortona,Jamarr Sanders,35,972,366,53,112,47.32143,75,158,47.46835,35,48,72.91667,19,92,105,65,46,3,69,-48
Bertram Derthona Basket Tortona,Joseph Mobio,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Jp Macura,35,874,471,103,167,61.67665,64,198,32.32323,73,86,84.88372,24,73,40,47,40,6,97,95
Bertram Derthona Basket Tortona,Leonardo Pezzulla,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Leonardo Rota,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,-3
Bertram Derthona Basket Tortona,Lorenzo Baldi,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Luca Severini,35,571,149,23,48,47.91667,30,70,42.85714,13,18,72.22222,28,58,22,16,19,11,67,3
Bertram Derthona Basket Tortona,Mateus Velloso Semeghini,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Mike Daum,36,904,439,92,181,50.82873,58,157,36.94268,81,91,89.01099,48,156,30,42,22,17,62,-16
Bertram Derthona Basket Tortona,Ognjen Miljkovic,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1
Bertram Derthona Basket Tortona,Pietro Lisini,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Remigio Bellinaso,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Riccardo Cattapan,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Bertram Derthona Basket Tortona,Riccardo Tavernelli,26,254,78,5,17,29.41176,17,37,45.94595,17,23,73.91304,8,27,33,14,9,0,35,-22
Bertram Derthona Basket Tortona,Tyler Cain,37,961,301,126,209,60.28708,1,2,50.00000,46,70,65.71429,73,180,57,37,21,21,83,-44
Carpegna Prosciutto Pesaro,Caio Pacheco,1,9,2,1,1,100.00000,0,2,0.00000,0,0,,0,0,1,1,0,0,0,-2
Carpegna Prosciutto Pesaro,Carlos Delfino,32,888,355,56,133,42.10526,65,195,33.33333,48,58,82.75862,10,126,94,65,54,0,59,-79
Carpegna Prosciutto Pesaro,Davide Moretti,33,726,308,50,116,43.10345,43,120,35.83333,79,88,89.77273,6,30,83,56,31,3,79,-17
Carpegna Prosciutto Pesaro,Doron Lamb,24,567,292,56,115,48.69565,41,99,41.41414,57,71,80.28169,7,40,19,34,12,2,36,-59
Carpegna Prosciutto Pesaro,Gora Camara,20,167,49,19,27,70.37037,0,0,,11,19,57.89474,22,25,3,15,6,3,25,-82
Carpegna Prosciutto Pesaro,Henri Drell,7,87,12,3,9,33.33333,1,5,20.00000,3,5,60.00000,2,7,3,2,2,0,10,-19
Carpegna Prosciutto Pesaro,Leonardo Demetrio,28,453,95,29,51,56.86275,8,44,18.18182,13,21,61.90476,36,48,21,13,7,4,54,-48
Carpegna Prosciutto Pesaro,Mamoudou Dia,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Carpegna Prosciutto Pesaro,Mareks Mejeris,13,384,102,39,61,63.93443,4,15,26.66667,12,17,70.58824,31,46,27,24,12,11,24,-37
Carpegna Prosciutto Pesaro,Matteo Tambone,32,609,199,35,82,42.68293,31,72,43.05556,36,49,73.46939,16,55,54,36,30,2,88,-136
Carpegna Prosciutto Pesaro,Simone Zanotti,32,535,204,43,93,46.23656,28,67,41.79104,34,43,79.06977,26,83,14,28,5,6,62,-131
Carpegna Prosciutto Pesaro,Tyler Larson,18,402,171,28,69,40.57971,25,74,33.78378,40,50,80.00000,17,36,51,31,16,0,28,-39
Carpegna Prosciutto Pesaro,Tyrique Jones,33,973,433,187,284,65.84507,0,2,0.00000,59,104,56.73077,121,198,54,64,26,31,90,-23
Carpegna Prosciutto Pesaro,Umberto Stazzonelli,4,4,2,0,1,0.00000,0,0,,2,2,100.00000,0,0,1,0,0,0,0,4
Carpegna Prosciutto Pesaro,Vincent Laron Sanford,32,871,366,107,228,46.92982,41,114,35.96491,29,42,69.04762,17,81,61,59,38,4,88,-108
Dolomiti Energia Trentino,Andrea Mezzanotte,24,299,70,10,20,50.00000,15,35,42.85714,5,8,62.50000,12,33,5,5,2,5,33,-61
Dolomiti Energia Trentino,Cameron Reynolds,29,844,427,71,151,47.01987,78,205,38.04878,51,65,78.46154,27,107,24,45,18,6,71,-30
Dolomiti Energia Trentino,Desonta Bradford,28,711,245,57,114,50.00000,29,103,28.15534,44,65,67.69231,10,78,59,34,38,9,50,-80
Dolomiti Energia Trentino,Diego Flaccadori,30,942,462,119,252,47.22222,37,96,38.54167,113,136,83.08824,11,106,111,77,32,2,71,-120
Dolomiti Energia Trentino,Dominique Johnson,10,197,55,8,33,24.24242,11,42,26.19048,6,14,42.85714,3,12,9,5,5,1,19,-58
Dolomiti Energia Trentino,Jonathan Williams,30,835,359,130,247,52.63158,19,45,42.22222,42,85,49.41176,70,116,53,65,14,18,62,-77
Dolomiti Energia Trentino,Jordan Caroline,23,606,250,79,173,45.66474,15,48,31.25000,47,83,56.62651,57,75,18,33,29,5,39,-74
Dolomiti Energia Trentino,Lorenzo Dell'Anna,1,2,0,0,0,,0,0,,0,0,,0,0,1,0,0,0,0,5
Dolomiti Energia Trentino,Lorenzo Zangheri,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Dolomiti Energia Trentino,Luca Conti,27,320,72,23,43,53.48837,4,12,33.33333,14,17,82.35294,16,39,3,14,12,6,51,50
Dolomiti Energia Trentino,Luka Rudovic,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Dolomiti Energia Trentino,Maximilian Ladurner,29,284,45,19,49,38.77551,0,0,,7,11,63.63636,23,35,5,10,3,11,38,-21
Dolomiti Energia Trentino,Mourtada Gaye,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Dolomiti Energia Trentino,Richard Ygor Morina,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,-2
Dolomiti Energia Trentino,Toto Forray,27,561,212,46,102,45.09804,31,76,40.78947,27,32,84.37500,18,57,40,32,27,2,78,-19
Dolomiti Energia Trentino,Wesley Saunders,17,498,148,58,117,49.57265,1,9,11.11111,29,40,72.50000,27,58,37,28,18,2,27,-22
Fortitudo Kigili Bologna,Alex Mingotti,1,1,0,0,0,,0,1,0.00000,0,0,,0,0,0,0,0,0,0,5
Fortitudo Kigili Bologna,Branden Frazier,18,512,249,55,104,52.88462,28,79,35.44304,55,59,93.22034,8,35,51,33,17,0,37,-77
Fortitudo Kigili Bologna,Brandon Ashley,9,198,91,36,60,60.00000,1,11,9.09091,16,24,66.66667,21,25,7,10,5,9,34,-3
Fortitudo Kigili Bologna,Cesare Casali,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Fortitudo Kigili Bologna,Gabriele Procida,26,480,181,36,53,67.92453,23,60,38.33333,40,51,78.43137,15,63,16,19,21,9,25,-31
Fortitudo Kigili Bologna,Geoffrey Groselle,26,537,217,95,163,58.28221,0,0,,27,79,34.17722,63,71,28,36,16,15,58,-67
Fortitudo Kigili Bologna,Giorgio Manna,2,8,0,0,0,,0,0,,0,0,,0,2,1,0,0,0,0,-12
Fortitudo Kigili Bologna,Jabril Durham,26,741,191,36,98,36.73469,29,110,26.36364,32,45,71.11111,14,77,135,48,40,0,59,-40
Fortitudo Kigili Bologna,Jacopo Borra,16,142,40,13,26,50.00000,0,0,,14,21,66.66667,20,13,2,8,1,5,37,8
Fortitudo Kigili Bologna,James Feldeine,12,317,135,25,66,37.87879,25,68,36.76471,10,12,83.33333,4,26,32,21,11,1,17,2
Fortitudo Kigili Bologna,Jon Axel Gudmundsson,13,250,46,6,22,27.27273,8,33,24.24242,10,15,66.66667,6,44,30,8,11,0,28,38
Fortitudo Kigili Bologna,Leonardo Totè,12,229,116,46,69,66.66667,1,5,20.00000,21,42,50.00000,20,31,4,11,4,7,21,-69
Fortitudo Kigili Bologna,Malachi Richardson,6,135,62,12,34,35.29412,8,21,38.09524,14,19,73.68421,2,13,6,11,4,1,13,-30
Fortitudo Kigili Bologna,Matteo Fantinelli,8,131,19,7,14,50.00000,1,3,33.33333,2,2,100.00000,6,7,18,3,6,0,19,-7
Fortitudo Kigili Bologna,Mattia Pavani,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Fortitudo Kigili Bologna,Pietro Aradori,29,867,438,88,163,53.98773,52,122,42.62295,106,121,87.60331,14,114,57,33,19,0,47,-56
Fortitudo Kigili Bologna,Robin Benzing,28,740,373,53,107,49.53271,60,156,38.46154,87,102,85.29412,11,59,49,38,22,8,66,3
Fortitudo Kigili Bologna,Saliou Niang,1,1,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,-4
Fortitudo Kigili Bologna,Stefano Mancinelli,5,69,28,6,13,46.15385,5,10,50.00000,1,2,50.00000,2,7,3,4,1,0,7,-27
Fortitudo Kigili Bologna,Tommaso Baldasso,9,184,54,5,15,33.33333,12,30,40.00000,8,8,100.00000,3,14,14,7,3,0,26,-51
Fortitudo Kigili Bologna,Tommaso Natalini,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Fortitudo Kigili Bologna,Vasilis Charalampopoulos,21,481,189,50,87,57.47126,23,60,38.33333,20,31,64.51613,19,71,21,21,17,6,46,16
Fortitudo Kigili Bologna,Vittorio Zedda,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1
GeVi Napoli Basket,Andrea Zerini,29,627,202,62,93,66.66667,14,45,31.11111,36,50,72.00000,42,90,27,21,21,35,70,48
GeVi Napoli Basket,Antonio Matera,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
GeVi Napoli Basket,Arnas Velicka,29,683,279,39,93,41.93548,43,133,32.33083,72,109,66.05505,22,75,85,58,29,4,23,-85
GeVi Napoli Basket,Arturas Gudaitis,7,130,52,16,37,43.24324,0,0,,20,33,60.60606,11,26,3,9,0,2,10,-45
GeVi Napoli Basket,Eric Lombardi,27,395,134,38,68,55.88235,12,35,34.28571,22,31,70.96774,32,56,13,22,5,2,34,-2
GeVi Napoli Basket,Flavio Cannavina,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
GeVi Napoli Basket,Frank Elegar,6,161,66,23,37,62.16216,0,0,,20,29,68.96552,9,35,11,6,4,3,13,3
GeVi Napoli Basket,Jason Rich,27,785,362,89,186,47.84946,46,126,36.50794,46,58,79.31034,15,80,89,55,24,3,78,-45
GeVi Napoli Basket,Jeremy Pargo,9,238,86,14,31,45.16129,17,50,34.00000,7,11,63.63636,3,14,33,27,4,1,18,-4
GeVi Napoli Basket,Jordan Parks,29,856,413,129,248,52.01613,29,108,26.85185,68,88,77.27273,42,166,42,76,44,21,93,-99
GeVi Napoli Basket,Josh Mayo,5,121,64,8,16,50.00000,14,30,46.66667,6,7,85.71429,3,6,14,8,0,0,10,-6
GeVi Napoli Basket,Leonardo Totè,4,52,13,5,13,38.46154,0,1,0.00000,3,4,75.00000,5,9,0,4,1,0,3,-36
GeVi Napoli Basket,Lorenzo Uglietti,30,408,77,29,50,58.00000,3,19,15.78947,10,20,50.00000,10,47,43,21,16,3,62,3
GeVi Napoli Basket,Luca Sauro,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
GeVi Napoli Basket,Luca Vitali,13,214,54,14,28,50.00000,7,22,31.81818,5,8,62.50000,6,22,41,18,6,1,15,30
GeVi Napoli Basket,Markis Mcduffie,30,850,419,97,191,50.78534,41,131,31.29771,102,126,80.95238,43,104,26,41,31,10,47,-27
