Team,Player,GP,MIN,PTS,P2M,P2A,P2p,P3M,P3A,P3p,FTM,FTA,FTp,OREB,DREB,AST,TOV,STL,BLK,PF,PM
GeVi Napoli Basket,Pierpaolo Marini,29,422,119,25,60,41.66667,17,54,31.48148,18,26,69.23077,17,45,25,19,9,2,66,21
GeVi Napoli Basket,Reginald Lynch,9,132,53,22,33,66.66667,0,0,,9,13,69.23077,13,13,1,12,4,16,23,-65
GeVi Napoli Basket,Sergio Grassi,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
GeVi Napoli Basket,Simone Sinagra,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
GeVi Napoli Basket,Sreten Coralic,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Germani Brescia,Alleia Ivan Mobio,7,14,5,1,2,50.00000,1,2,50.00000,0,0,,0,2,2,1,1,0,0,3
Germani Brescia,Amedeo Della Valle,31,903,557,81,150,54.00000,83,208,39.90385,146,164,89.02439,14,68,117,70,41,4,39,145
Germani Brescia,Christian Burns,34,624,216,84,150,56.00000,5,15,33.33333,33,50,66.00000,60,104,29,26,22,10,79,149
Germani Brescia,David Moss,33,569,136,27,51,52.94118,20,54,37.03704,22,25,88.00000,14,59,34,19,21,4,82,52
Germani Brescia,Francesco Rodella,2,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2
Germani Brescia,John Brown,7,185,65,27,53,50.94340,1,5,20.00000,8,14,57.14286,21,18,11,7,15,0,16,-4
Germani Brescia,John Petrucelli,32,748,339,82,163,50.30675,40,90,44.44444,55,68,80.88235,30,70,40,34,46,5,111,132
Germani Brescia,Kenny Gabriel,32,897,274,49,96,51.04167,55,166,33.13253,11,23,47.82609,24,162,45,45,29,29,77,154
Germani Brescia,Lee Moore,31,464,198,53,115,46.08696,16,42,38.09524,44,59,74.57627,16,38,33,26,16,1,39,14
Germani Brescia,Loan Stephane Djiya Biatcha,3,3,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,-4
Germani Brescia,Michael Cobbins,30,638,244,104,147,70.74830,0,1,0.00000,36,70,51.42857,51,93,18,41,19,16,68,44
Germani Brescia,Nazareth Mitrou-Long,33,957,577,116,228,50.87719,86,236,36.44068,87,101,86.13861,21,121,164,103,30,1,82,173
Germani Brescia,Paul Eboua,28,211,49,13,34,38.23529,2,13,15.38462,17,23,73.91304,15,24,3,10,5,7,32,2
Germani Brescia,Salvatore Parrillo,26,114,24,2,7,28.57143,6,13,46.15385,2,6,33.33333,8,12,4,3,6,0,12,-18
Germani Brescia,Santiago Corona,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Germani Brescia,Tommaso Laquintana,34,470,192,40,96,41.66667,23,64,35.93750,43,57,75.43860,17,47,63,26,31,2,67,68
Happy Casa Brindisi,Alessandro Gentile,12,296,142,51,105,48.57143,7,21,33.33333,19,24,79.16667,12,50,32,33,8,2,31,-89
Happy Casa Brindisi,Alessandro Guido,2,7,2,1,1,100.00000,0,1,0.00000,0,0,,0,0,0,1,0,0,0,2
Happy Casa Brindisi,Alessandro Zanelli,25,546,176,21,46,45.65217,31,65,47.69231,41,51,80.39216,23,55,58,25,13,0,58,-27
Happy Casa Brindisi,Alessio Fusco,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Benedetto Epifani,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,D'Angelo Harrison,9,252,146,21,42,50.00000,26,61,42.62295,26,33,78.78788,3,33,23,12,10,2,22,38
Happy Casa Brindisi,Denis Barnaba,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Gianmaria Danese,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Giovanni Greco,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Giulio Antonaci,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Jeremy Lamar Chappell,17,414,147,31,60,51.66667,23,55,41.81818,16,22,72.72727,14,55,30,28,23,6,50,-17
Happy Casa Brindisi,Josh Perkins,17,437,175,33,60,55.00000,27,74,36.48649,28,32,87.50000,19,43,97,44,18,2,49,14
Happy Casa Brindisi,Lucio Redivo,25,450,224,37,80,46.25000,38,90,42.22222,36,39,92.30769,8,34,39,19,7,0,27,-44
Happy Casa Brindisi,Marco Vitucci,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Mario Fausto De Donno,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Happy Casa Brindisi,Mattia Udom,27,522,155,35,67,52.23881,23,64,35.93750,16,32,50.00000,42,79,20,33,23,4,62,-35
Happy Casa Brindisi,Maxime De Zeeuw,9,96,23,10,15,66.66667,0,5,0.00000,3,5,60.00000,9,15,5,6,1,1,18,-57
Happy Casa Brindisi,Myles Carter,8,42,5,2,6,33.33333,0,0,,1,4,25.00000,2,5,1,3,0,1,0,-17
Happy Casa Brindisi,Nathan Adrian,24,641,212,63,116,54.31034,22,74,29.72973,20,40,50.00000,34,83,48,37,20,9,50,43
Happy Casa Brindisi,Nick Perkins,30,921,524,182,350,52.00000,17,62,27.41935,109,161,67.70186,48,141,55,71,17,9,86,15
Happy Casa Brindisi,Raphael Gaspardo,27,712,243,58,120,48.33333,37,101,36.63366,16,31,51.61290,40,61,19,21,18,10,41,-84
Happy Casa Brindisi,Riccardo Visconti,26,368,138,17,29,58.62069,25,78,32.05128,29,41,70.73171,9,36,26,20,10,1,44,-41
Happy Casa Brindisi,Scott Ulaneo,3,6,2,1,1,100.00000,0,0,,0,0,,0,1,0,1,0,0,2,4
Happy Casa Brindisi,Wes Clark,22,362,126,29,66,43.93939,18,55,32.72727,14,22,63.63636,6,37,40,22,17,4,39,-5
NutriBullet Treviso Basket,Aaron Jones,30,642,222,81,116,69.82759,11,48,22.91667,27,41,65.85366,42,92,35,29,32,20,56,-64
NutriBullet Treviso Basket,Alberto Pellizzari,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
NutriBullet Treviso Basket,Davide Casarin,12,150,27,6,15,40.00000,4,14,28.57143,3,4,75.00000,4,9,6,12,8,1,24,-53
NutriBullet Treviso Basket,Davide Poser,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
NutriBullet Treviso Basket,Dewayne Russell,29,805,328,94,213,44.13146,26,70,37.14286,62,72,86.11111,8,60,127,48,43,0,78,-46
NutriBullet Treviso Basket,Edoardo Ronca,1,1,0,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,-1
NutriBullet Treviso Basket,Enrico Tadiotto,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
NutriBullet Treviso Basket,Enrico Vettori,3,4,0,0,1,0.00000,0,1,0.00000,0,0,,1,0,1,0,1,0,1,5
NutriBullet Treviso Basket,Erick Green,3,88,42,11,26,42.30769,4,13,30.76923,8,12,66.66667,3,3,8,2,3,0,6,-49
NutriBullet Treviso Basket,Giordano Bortolani,30,702,354,50,118,42.37288,63,162,38.88889,65,76,85.52632,21,54,40,37,15,0,50,-105
NutriBullet Treviso Basket,Henry Sims,26,591,306,94,186,50.53763,14,33,42.42424,76,91,83.51648,46,147,33,50,13,16,50,-61
NutriBullet Treviso Basket,Leonardo Faggian,6,36,5,2,6,33.33333,0,1,0.00000,1,1,100.00000,2,5,1,0,0,1,8,-7
NutriBullet Treviso Basket,Matteo Chillo,26,456,122,26,48,54.16667,18,45,40.00000,16,20,80.00000,30,46,22,18,13,2,51,-89
NutriBullet Treviso Basket,Matteo Imbrò,21,446,215,25,55,45.45455,42,119,35.29412,39,46,84.78261,3,58,70,36,17,0,47,-53
NutriBullet Treviso Basket,Michal Sokolowski,25,713,241,41,81,50.61728,37,117,31.62393,48,78,61.53846,13,62,54,47,19,2,70,-21
NutriBullet Treviso Basket,Mikk Jurkatamm,8,128,27,5,9,55.55556,4,19,21.05263,5,6,83.33333,4,16,14,3,4,0,20,11
NutriBullet Treviso Basket,Nicola Akele,27,609,149,52,84,61.90476,11,39,28.20513,12,21,57.14286,28,86,19,18,13,10,52,-64
NutriBullet Treviso Basket,Tomas Dimsa,28,704,328,38,94,40.42553,64,166,38.55422,60,73,82.19178,20,59,57,56,20,1,73,-116
Openjobmetis Varese,Alessandro Gentile,13,386,193,71,143,49.65035,10,44,22.72727,21,42,50.00000,11,53,48,42,11,7,36,-93
Openjobmetis Varese,Andrea Amato,8,69,15,1,4,25.00000,4,18,22.22222,1,3,33.33333,1,5,8,2,2,0,11,-45
Openjobmetis Varese,Andriu Tomas Woldetensae,13,318,128,13,35,37.14286,29,74,39.18919,15,19,78.94737,13,25,23,14,16,2,26,-10
Openjobmetis Varese,Anthony Beane,29,776,327,80,165,48.48485,45,138,32.60870,32,43,74.41860,12,69,54,50,23,3,75,-179
Openjobmetis Varese,Carlo Cane,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Demostene Frangos,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Edoardo Bottelli,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Elijah Wilson,5,86,13,2,9,22.22222,3,17,17.64706,0,0,,2,4,3,2,0,0,10,-57
Openjobmetis Varese,Giancarlo Ferrero,26,292,82,10,22,45.45455,17,52,32.69231,11,19,57.89474,4,27,10,4,3,1,38,-23
Openjobmetis Varese,Giovanni De Nicolao,30,719,162,45,119,37.81513,18,68,26.47059,18,30,60.00000,30,70,108,39,28,3,93,-81
Openjobmetis Varese,Guglielmo Caruso,19,178,73,28,40,70.00000,2,7,28.57143,11,17,64.70588,18,31,6,9,3,3,29,22
Openjobmetis Varese,Jalen Jones,12,342,169,46,89,51.68539,12,37,32.43243,41,53,77.35849,25,41,12,19,10,6,29,-103
Openjobmetis Varese,John Egbunu,8,235,88,32,53,60.37736,0,0,,24,46,52.17391,26,49,3,15,4,10,14,-72
Openjobmetis Varese,Justin Reyes,16,252,142,50,76,65.78947,8,20,40.00000,18,25,72.00000,26,37,8,5,11,6,23,-12
Openjobmetis Varese,Lorenzo Mele,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Marcus Keene,19,538,355,50,109,45.87156,58,174,33.33333,81,91,89.01099,5,42,85,53,20,0,53,-22
Openjobmetis Varese,Matteo Bongiovanni,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Matteo Librizzi,15,191,36,6,11,54.54545,7,16,43.75000,3,5,60.00000,9,6,16,7,7,1,38,-35
Openjobmetis Varese,Nicolò Virginio,11,48,13,3,4,75.00000,2,11,18.18182,1,3,33.33333,7,6,1,0,0,0,10,14
Openjobmetis Varese,Paulius Sorokas,30,760,302,76,146,52.05479,23,68,33.82353,81,97,83.50515,65,125,42,27,19,5,61,-141
Openjobmetis Varese,Samuele Goffi,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Openjobmetis Varese,Siim-Sander Vene,18,508,219,50,83,60.24096,36,94,38.29787,11,14,78.57143,26,57,29,10,12,5,38,-47
Openjobmetis Varese,Trey Kell,10,324,153,30,60,50.00000,18,45,40.00000,39,49,79.59184,7,34,31,18,12,0,17,-45
Openjobmetis Varese,Wei Lun Zhao,2,3,0,0,0,,0,1,0.00000,0,0,,0,0,0,0,0,0,0,4
UNAHOTELS Reggio Emilia,Andrea Cinciarini,32,1110,368,66,151,43.70861,58,163,35.58282,62,82,75.60976,29,107,320,108,51,3,71,-104
UNAHOTELS Reggio Emilia,Arturs Strautins,31,761,298,45,108,41.66667,49,149,32.88591,61,88,69.31818,31,100,27,39,18,5,77,-80
UNAHOTELS Reggio Emilia,Bryant Dejuan Crawford,31,522,266,60,99,60.60606,29,102,28.43137,59,71,83.09859,13,45,92,41,27,0,73,-43
UNAHOTELS Reggio Emilia,Federico Bonacini,5,34,1,0,2,0.00000,0,0,,1,4,25.00000,2,7,1,0,4,0,4,11
UNAHOTELS Reggio Emilia,Filippo Baldi Rossi,26,492,129,26,38,68.42105,18,48,37.50000,23,26,88.46154,27,42,15,10,18,0,54,-41
UNAHOTELS Reggio Emilia,Jacopo Soliani,2,2,0,0,0,,0,1,0.00000,0,0,,0,0,0,0,0,0,0,-4
UNAHOTELS Reggio Emilia,Justin Johnson,33,886,268,95,189,50.26455,11,65,16.92308,45,69,65.21739,70,119,19,20,17,10,66,3
UNAHOTELS Reggio Emilia,Leonardo Candi,13,287,117,19,37,51.35135,21,46,45.65217,16,18,88.88889,1,18,25,8,7,0,35,14
UNAHOTELS Reggio Emilia,Mikael Levon Hopkins,33,896,435,137,270,50.74074,30,70,42.85714,71,95,74.73684,76,173,47,45,31,21,105,-48
UNAHOTELS Reggio Emilia,Mouhamet Rassoul Diouf,19,199,67,25,41,60.97561,0,0,,17,20,85.00000,13,35,6,9,9,12,31,-50
UNAHOTELS Reggio Emilia,Osvaldas Olisevicius,19,554,308,71,129,55.03876,40,112,35.71429,46,52,88.46154,25,63,30,35,19,3,49,85
UNAHOTELS Reggio Emilia,Riccardo Carta,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
UNAHOTELS Reggio Emilia,Stefano Colombo,4,5,0,0,1,0.00000,0,1,0.00000,0,0,,0,1,0,0,0,0,1,-5
UNAHOTELS Reggio Emilia,Stephen Mark Thompson Jr.,32,689,260,57,125,45.60000,37,93,39.78495,35,65,53.84615,14,37,40,16,39,0,60,37
UNAHOTELS Reggio Emilia,Tyler Larson,14,313,98,15,34,44.11765,18,41,43.90244,14,16,87.50000,6,26,18,11,7,2,31,-60
Umana Reyer Venezia,Alessandro Chapelli,1,1,1,0,0,,0,0,,1,2,50.00000,0,0,0,0,0,0,0,-1
Umana Reyer Venezia,Alvise Minincleri,1,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,-1
Umana Reyer Venezia,Andrea De Nicolao,32,566,174,19,36,52.77778,37,117,31.62393,25,38,65.78947,12,32,83,39,14,0,70,-17
Umana Reyer Venezia,Austin Daye,19,309,139,27,60,45.00000,19,61,31.14754,28,35,80.00000,8,50,18,26,12,5,45,13
Umana Reyer Venezia,Bruno Cerella,16,150,38,5,6,83.33333,8,25,32.00000,4,4,100.00000,4,6,10,5,2,1,26,-23
Umana Reyer Venezia,Jeff Brooks,30,725,216,57,105,54.28571,26,64,40.62500,24,28,85.71429,40,99,35,22,19,14,34,19
Umana Reyer Venezia,Jordan Morgan,8,62,33,10,20,50.00000,0,0,,13,22,59.09091,6,12,3,4,0,0,7,-7
Umana Reyer Venezia,Jordan Theodore,17,469,214,58,125,46.40000,20,68,29.41176,38,45,84.44444,9,47,69,44,19,0,48,22
Umana Reyer Venezia,Julyan Stone,30,605,148,12,38,31.57895,35,100,35.00000,19,24,79.16667,30,103,64,23,18,2,63,81
Umana Reyer Venezia,Martynas Echodas,21,202,101,36,81,44.44444,0,1,0.00000,29,53,54.71698,22,31,5,20,3,8,22,-41
Umana Reyer Venezia,Michael Bramos,23,545,170,23,39,58.97436,37,111,33.33333,13,20,65.00000,21,56,33,13,14,6,69,40
Umana Reyer Venezia,Michele Vitali,22,406,140,22,33,66.66667,27,84,32.14286,15,20,75.00000,6,38,29,22,11,0,17,-90
Umana Reyer Venezia,Mitchell Watt,33,909,469,177,317,55.83596,1,2,50.00000,112,155,72.25806,65,169,45,64,21,44,93,39
Umana Reyer Venezia,Pietro Da Rin De Lorenzo,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Umana Reyer Venezia,Stefano Tonut,29,857,407,96,169,56.80473,43,136,31.61765,86,107,80.37383,12,72,87,62,34,1,36,-14
Umana Reyer Venezia,Tarik Phillip,12,231,81,18,45,40.00000,12,35,34.28571,9,12,75.00000,5,21,31,14,14,2,21,-10
Umana Reyer Venezia,Tommaso Morena,1,1,0,0,0,,0,1,0.00000,0,0,,0,0,0,0,0,0,0,-2
Umana Reyer Venezia,Valerio Mazzola,27,381,73,4,9,44.44444,20,50,40.00000,5,5,100.00000,7,51,10,3,12,7,45,46
Umana Reyer Venezia,Vasilis Charalampopoulos,2,27,6,0,3,0.00000,2,6,33.33333,0,0,,1,3,2,4,3,0,1,-27
Umana Reyer Venezia,Victor Sanders,22,378,179,35,63,55.55556,28,89,31.46067,25,36,69.44444,6,26,38,34,15,4,66,24
Vanoli Basket Cremona,Adas Juskevicius,10,290,121,15,34,44.11765,26,67,38.80597,13,20,65.00000,3,17,30,20,8,0,25,-66
Vanoli Basket Cremona,Andrea Pecchia,23,679,253,69,125,55.20000,17,58,29.31034,64,82,78.04878,19,105,44,31,31,2,54,-69
Vanoli Basket Cremona,David Reginald Cournooh,28,808,323,80,162,49.38272,32,121,26.44628,67,85,78.82353,12,82,64,37,24,2,60,-101
Vanoli Basket Cremona,Destiny Agbamu,6,43,6,3,8,37.50000,0,0,,0,0,,1,7,0,3,0,0,9,-9
Vanoli Basket Cremona,Filippo Galli,2,2,3,0,0,,1,1,100.00000,0,0,,0,0,0,0,0,0,0,-1
Vanoli Basket Cremona,Filippo Gallo,10,156,30,6,10,60.00000,4,19,21.05263,6,8,75.00000,3,6,9,5,3,1,10,-6
Vanoli Basket Cremona,Giacomo Zanetti,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Vanoli Basket Cremona,Giuseppe Poeta,21,392,144,37,90,41.11111,13,47,27.65957,31,42,73.80952,6,31,117,44,12,1,39,-70
Vanoli Basket Cremona,Ismael Sanogo,17,237,71,28,44,63.63636,1,9,11.11111,12,22,54.54545,29,38,11,12,14,9,38,-37
Vanoli Basket Cremona,Ivica Radic,2,34,10,4,8,50.00000,0,0,,2,2,100.00000,2,3,0,0,0,1,5,1
Vanoli Basket Cremona,Jalen Harris,18,502,249,61,132,46.21212,33,112,29.46429,28,40,70.00000,10,44,36,53,17,2,45,-51
Vanoli Basket Cremona,Jamuni Mcneace,26,509,186,79,135,58.51852,0,1,0.00000,28,45,62.22222,58,85,16,25,13,23,65,-65
Vanoli Basket Cremona,Malcom Miller,9,205,84,10,25,40.00000,15,48,31.25000,19,21,90.47619,5,27,5,10,6,2,28,-39
Vanoli Basket Cremona,Malik Dime,20,461,148,65,110,59.09091,0,0,,18,24,75.00000,48,83,9,30,9,35,39,-73
Vanoli Basket Cremona,Matteo Spagnolo,25,675,306,77,175,44.00000,30,68,44.11765,62,72,86.11111,15,73,65,66,19,1,55,-25
Vanoli Basket Cremona,Mauro Zacchigna,9,42,4,2,4,50.00000,0,4,0.00000,0,0,,3,4,0,0,0,0,7,-2
Vanoli Basket Cremona,Nicholas Errica,3,23,5,2,3,66.66667,0,2,0.00000,1,2,50.00000,1,1,2,1,0,0,4,13
Vanoli Basket Cremona,Tommaso Vecchiola,2,5,0,0,1,0.00000,0,0,,0,0,,0,0,1,0,0,0,1,-3
Vanoli Basket Cremona,Tres Tinkle,30,861,385,88,163,53.98773,54,141,38.29787,47,57,82.45614,40,112,38,41,46,10,72,-45
Vanoli Basket Cremona,Verners Kohs,12,151,58,3,10,30.00000,17,39,43.58974,1,1,100.00000,3,11,4,2,1,1,11,-100
Virtus Segafredo Bologna,Abass Awudu Abass,1,2,0,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,4
Virtus Segafredo Bologna,Alessandro Pajola,33,715,160,36,59,61.01695,19,59,32.20339,31,44,70.45455,17,83,126,30,43,4,90,137
Virtus Segafredo Bologna,Amar Alibegovic,31,540,248,68,112,60.71429,31,75,41.33333,19,29,65.51724,29,85,19,23,12,3,44,78
Virtus Segafredo Bologna,Amedeo Tessitori,34,390,157,62,107,57.94393,1,9,11.11111,30,43,69.76744,42,67,23,23,8,14,56,63
Virtus Segafredo Bologna,Daniel Hackett,16,317,132,22,41,53.65854,20,41,48.78049,28,33,84.84848,7,50,36,25,13,0,36,110
Virtus Segafredo Bologna,Isaia Cordinier,28,596,236,66,108,61.11111,22,66,33.33333,38,45,84.44444,11,85,67,43,26,9,67,216
Virtus Segafredo Bologna,Jakarr Sampson,26,401,172,70,122,57.37705,0,3,0.00000,32,51,62.74510,24,68,20,29,14,15,57,-3
Virtus Segafredo Bologna,Kevin Juwan Hervey,24,477,211,52,112,46.42857,29,83,34.93976,20,30,66.66667,27,83,37,18,37,5,28,176
Virtus Segafredo Bologna,Kyle Weems,34,900,428,118,204,57.84314,51,124,41.12903,39,52,75.00000,29,114,68,48,36,6,83,311
Virtus Segafredo Bologna,Luca Colombo,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Virtus Segafredo Bologna,Marco Belinelli,25,530,330,51,101,50.49505,50,142,35.21127,78,97,80.41237,6,46,43,24,13,0,28,131
Virtus Segafredo Bologna,Marco Ceron,6,29,6,2,3,66.66667,0,3,0.00000,2,2,100.00000,1,5,2,2,0,0,5,-20
Virtus Segafredo Bologna,Matteo Barbieri,1,2,2,1,1,100.00000,0,0,,0,0,,0,0,0,0,0,0,0,2
Virtus Segafredo Bologna,Mattia Ferdeghini,1,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2
Virtus Segafredo Bologna,Michele Ruzzier,23,290,44,8,15,53.33333,5,18,27.77778,13,14,92.85714,7,24,38,22,6,2,33,37
Virtus Segafredo Bologna,Milos Teodosic,25,559,263,25,60,41.66667,57,119,47.89916,42,48,87.50000,9,47,160,72,10,2,49,129
Virtus Segafredo Bologna,Mouhammadou Jaiteh,32,661,376,153,230,66.52174,0,1,0.00000,70,123,56.91057,80,149,19,43,14,15,62,301
Virtus Segafredo Bologna,Niccolò Mannion,22,352,178,30,59,50.84746,26,61,42.62295,40,55,72.72727,8,40,89,34,11,0,34,139
Virtus Segafredo Bologna,Tornike Shengelia,13,294,157,54,99,54.54545,6,25,24.00000,31,47,65.95745,17,55,36,24,15,3,22,101
Virtus Segafredo Bologna,Ty-Shon Alexander,17,218,38,4,15,26.66667,9,27,33.33333,3,4,75.00000,4,27,20,15,6,1,5,-16
